text,label,source,dataset,domain,text_lemma,neutral,joy,surprise,sadness,fear,anger,disgust,vader_neg,vader_neu,vader_pos,vader_compound,urgency,authority,doubt,urgency_presence,authority_presence,doubt_presence,authority_to_doubt_ratio,auth_score,urg_score
"my takeaway from that [craig idso’s talk] is that efforts to reduce co2 are not only anti-science, but they’re anti-human.",misinformation,quotaclimat,quotaclimat,climate,takeaway craig idso talk effort reduce co2 anti science anti human,0.05566307529807091,0.0007910970598459244,0.0025539291091263294,0.007060476113110781,0.005262106657028198,0.314283549785614,0.6143859028816223,0.0,1.0,0.0,0.0,0.3,0.0,0.8,1,0,1,0.0,0.0,0.3
"willis eschenbach has an open letter at wuwt which absolutely excoriates phil climategate jones for his lies to the public and to willis. the letter is quite strongly worded, places the foi lies in context and is worth a read. the critique is strong enough that it extends not only to phil, but to his teammembers as well as to the kangaroo investigations of climategate.",misinformation,quotaclimat,quotaclimat,climate,willis eschenbach open letter wuwt absolutely excoriate phil climategate jones lie public willis letter strongly word place foi lie context worth read critique strong extend phil teammember kangaroo investigation climategate,0.034214772284030914,0.0014443156542256474,0.0023664783220738173,0.007387353572994471,0.0016233427450060844,0.7968350648880005,0.15612852573394775,0.054,0.817,0.13,0.5262,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
"it would seem that this is highly unlikely [that the antarctic ice sheet might melt due to global warming] given current and near-future levels of atmospheric co2: at current rates of increase it will take a century at least to reach 600 ppm, the level at which the ice sheet formed itself, and higher levels would be needed to actually start it melting.",misinformation,quotaclimat,quotaclimat,climate,highly unlikely antarctic ice sheet melt global warming give current near future level atmospheric co2 current rate increase century reach 600 ppm level ice sheet form high level need actually start melt,0.7752044200897217,0.007301393896341324,0.1265462338924408,0.01030510850250721,0.04593577980995178,0.027621211484074593,0.007085941266268492,0.0,0.923,0.077,0.4588,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
he did invent hysterical nonsense about global warming later amended to climate change due to brutally cold winters.,misinformation,quotaclimat,quotaclimat,climate,invent hysterical nonsense global warming later amend climate change brutally cold winter,0.04778657853603363,0.002577272243797779,0.0065579949878156185,0.007860356941819191,0.016506509855389595,0.8754419088363647,0.04326929152011871,0.333,0.598,0.068,-0.7351,0.3,0.2,0.5,1,1,1,0.3999992000016,0.2,0.3
"climate modeling is far from a precise science. the last decade of global temperatures (from about january 1999 onward) reveals little to no warming. this runs contrary to the estimates of most runs of climate models – though similar periods without warming do occur in a small portion of climate model runs, which include a statistically random element to account for typical small-scale variability. while a decade is a relatively small period in climate time-scales, this too points to the need to continue to research climate drivers. we need to continue to discuss appropriate responses to climate change, but it is inappropriate to claim that the science is settled and all the facts are in. estimates of the costs of climate change are even more uncertain – making it difficult to make reasonable decisions on the basis of these cost projections. the dialogue over climate change policy should continue, with an open acknowledgement that there are still many uncertainties in our understanding.",misinformation,quotaclimat,quotaclimat,climate,climate modeling far precise science decade global temperature january 1999 onward reveal little warming run contrary estimate run climate model similar period warm occur small portion climate model run include statistically random element account typical small scale variability decade relatively small period climate time scale point need continue research climate driver need continue discuss appropriate response climate change inappropriate claim science settle fact estimate cost climate change uncertain make difficult reasonable decision basis cost projection dialogue climate change policy continue open acknowledgement uncertainty understanding,0.8252787590026855,0.003674179082736373,0.013646643608808517,0.03216518089175224,0.09291131049394608,0.019759945571422577,0.012564037926495075,0.077,0.923,0.0,-0.8762,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
"i fully understand and appreciate people’s concerns about fracking, but let me reassure you that the government is creating a regulatory regime that provides clear, strong protections for the environment. with these in place, i think it is right that we explore and make use of shale gas and oil. the opportunity to extract this energy, as well as to secure jobs and investment, cannot be ignored.",misinformation,quotaclimat,quotaclimat,climate,fully understand appreciate people concern fracke let reassure government create regulatory regime provide clear strong protection environment place think right explore use shale gas oil opportunity extract energy secure job investment ignore,0.008506011217832565,0.9676132798194885,0.0008366590482182801,0.004587541799992323,0.00681699113920331,0.010672266595065594,0.0009673404856584966,0.0,0.65,0.35,0.9829,0.2,0.1,0.0,1,1,0,100000.00000000001,0.1,0.2
"the more we replace lng for the types of coal burned in china, with net-zero lng produced in canada, we think we can. and we want to partner with you to make this happen.",misinformation,quotaclimat,quotaclimat,climate,replace lng type coal burn china net zero lng produce canada think want partner happen,0.7391473054885864,0.20836736261844635,0.020984524860978127,0.012217449955642223,0.0032773634884506464,0.012128668837249279,0.0038773410487920046,0.0,0.962,0.038,0.0772,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
"i define clean energy as something that is producing significant amounts of power to run human societies and they make the environment cleaner than if they were not being used. and under that definition, coal, oil, natural gas, nuclear power, hydro, they’re all clean. solar and wind, dirty.",misinformation,quotaclimat,quotaclimat,climate,define clean energy produce significant amount power run human society environment clean definition coal oil natural gas nuclear power hydro clean solar wind dirty,0.2384704351425171,0.26583340764045715,0.015187624841928482,0.10517800599336624,0.005477096885442734,0.05315336957573891,0.31669995188713074,0.051,0.714,0.235,0.8225,0.0,0.0,0.5,0,0,1,0.0,0.0,0.0
"you can’t blame the kids for teachers filling their heads with politically motivated drivel. i’m sure most of them would welcome any excuse to skip lessons for a few hours, especially if it can be dressed up as saving the polar bears,",misinformation,quotaclimat,quotaclimat,climate,blame kid teacher fill head politically motivate drivel sure welcome excuse skip lesson hour especially dress save polar bear,0.31796929240226746,0.4312008023262024,0.014797521755099297,0.0374862439930439,0.00234433775767684,0.14393280446529388,0.05226894095540047,0.049,0.755,0.196,0.7351,0.2,0.3,0.6,1,1,1,0.49999916666805555,0.3,0.2
"climate-change skeptics might be regarded as modern-day witches because they think that global warming comes from natural forces. however, it’s superstitious alarmists, who believe that extreme weather originates in our co2 emissions and who have a dread of impending disaster, who are really the witches.",misinformation,quotaclimat,quotaclimat,climate,climate change skeptic regard modern day witch think global warming come natural force superstitious alarmist believe extreme weather originate co2 emission dread impend disaster witch,0.11269816011190414,0.004524773918092251,0.01935495249927044,0.005414830520749092,0.8426856398582458,0.007042808923870325,0.008278817869722843,0.197,0.726,0.076,-0.7579,0.0,0.4,0.6,0,1,1,0.6666655555574075,0.4,0.0
"a vote for that politician [a climate change skeptic] is a vote against this sort of vicious price rise, this sort of stealth tax targeted on ordinary folk who find their energy bills a significant cost – the sort of hit that most of us will find pretty painful, given the current economic climate.",misinformation,quotaclimat,quotaclimat,climate,vote politician climate change skeptic vote sort vicious price rise sort stealth tax target ordinary folk find energy bill significant cost sort hit find pretty painful give current economic climate,0.014994357712566853,0.004879363346844912,0.007838542573153973,0.8234166502952576,0.048501159995794296,0.02845655009150505,0.07191333174705505,0.145,0.743,0.112,-0.27,0.4,0.0,0.3,1,0,1,0.0,0.0,0.4
"the climate has always changed, so focus on milking female cows. oops. did i offend any liberals? i certainly hope so.",misinformation,quotaclimat,quotaclimat,climate,climate change focus milk female cow oop offend liberal certainly hope,0.1314689964056015,0.009948516264557838,0.024861883372068405,0.16553133726119995,0.003514207899570465,0.5869054794311523,0.07776959240436554,0.086,0.706,0.208,0.4767,0.0,0.0,1.0,0,0,1,0.0,0.0,0.0
"we are in the depths of an energy crisis… and here we are speaking about trying to ban a source of domestic energy, while we are short of it. and we wonder why people out there think we are stark, staring mad.",misinformation,quotaclimat,quotaclimat,climate,depth energy crisis speak try ban source domestic energy short wonder people think stark star mad,0.02697659656405449,0.0017108051106333733,0.8303760290145874,0.008213022723793983,0.011161500588059425,0.10587823390960693,0.01568385772407055,0.139,0.776,0.086,-0.5574,0.8,0.0,0.2,1,0,1,0.0,0.0,0.8
"costa, i am saying exactly that. […]  you’re nowhere near that, and you’re ignoring our own government agency.  is as an outstanding agency, you’re, you’re ignoring, uh, a very liberal president that thought climate change was a problem. who directed  to really double their efforts in collecting data and the data they collected does not at all support your view of climate change, but we’re not talking about carbon dioxide.",misinformation,quotaclimat,quotaclimat,climate,costa say exactly near ignore government agency outstanding agency ignore uh liberal president think climate change problem direct double effort collect datum datum collect support view climate change talk carbon dioxide,0.24509328603744507,0.0017890704330056906,0.08494821190834045,0.03517809137701988,0.011006093584001064,0.16505004465579987,0.4569353461265564,0.096,0.87,0.033,-0.3977,0.2,0.4,0.3,1,1,1,1.3333288889037038,0.4,0.2
"democrats tell us they understand the world, but then they call climate change, not radical islamic terrorism, the greatest threat to national security. look, i think we all care about our planet, but melting icebergs aren’t beheading christians in the middle east.",misinformation,quotaclimat,quotaclimat,climate,democrats tell understand world climate change radical islamic terrorism great threat national security look think care planet melt iceberg behead christian middle east,0.09240072965621948,0.0024704840034246445,0.01280166581273079,0.005707764532417059,0.8507274389266968,0.030141085386276245,0.005750945769250393,0.077,0.619,0.304,0.9392,0.2,0.1,0.6,1,1,1,0.16666638888935187,0.1,0.2
i am here today to give you an example of the failed science that is used to convince uninformed people that burning fossil fuels has had and will continue to have harmful effects on the planet.,misinformation,quotaclimat,quotaclimat,climate,today example fail science convince uninformed people burn fossil fuel continue harmful effect planet,0.0025038807652890682,0.01447515469044447,0.0030553629621863365,0.0872894674539566,0.022528991103172302,0.8634970784187317,0.006650178227573633,0.084,0.865,0.051,-0.3182,0.8,0.0,0.5,1,0,1,0.0,0.0,0.8
"so, the new temperature records are meaningless.",misinformation,quotaclimat,quotaclimat,climate,new temperature record meaningless,0.2584713101387024,0.007531300652772188,0.01597484201192856,0.1441555917263031,0.01432608999311924,0.18776844441890717,0.371772438287735,0.326,0.674,0.0,-0.4404,0.0,0.0,0.5,0,0,1,0.0,0.0,0.0
the alaska climate research center reports almost no evidence of warming trends in alaska since 1977.,misinformation,quotaclimat,quotaclimat,climate,alaska climate research center report evidence warm trend alaska 1977,0.34073805809020996,0.028959212824702263,0.24725419282913208,0.16401173174381256,0.06923680752515793,0.13530783355236053,0.014492142014205456,0.109,0.8,0.091,-0.079,0.4,0.2,0.6,1,1,1,0.33333277777870374,0.2,0.4
in our decades of personal experience in the field we have been dismayed that many distinguished scientific journals now have editorial boards that further the agenda of climate-change alarmism rather than objective science.,misinformation,quotaclimat,quotaclimat,climate,decade personal experience field dismay distinguished scientific journal editorial board agenda climate change alarmism objective science,0.03511759266257286,0.009256860241293907,0.25722363591194153,0.07355369627475739,0.5976690053939819,0.019696582108736038,0.007482605986297131,0.119,0.881,0.0,-0.4939,0.2,0.6,0.4,1,1,1,1.4999962500093749,0.6,0.2
"we think that the variation of the sun, and the variation of the orbital parameters of the planets in the solar system has a much bigger effect on changes in earth’s surface temperature than the changing concentration of a minor trace gas such as carbon dioxide.",misinformation,quotaclimat,quotaclimat,climate,think variation sun variation orbital parameter planet solar system big effect change earth surface temperature change concentration minor trace gas carbon dioxide,0.8430958390235901,0.00562670174986124,0.0457608625292778,0.011419194750487804,0.008810896426439285,0.040002141147851944,0.045284442603588104,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
"who cares? it was warmer during the time of the dinosaurs, more co2. and guess what? it wasn't co2 or warmer temps that killed them.",misinformation,quotaclimat,quotaclimat,climate,care warm time dinosaur co2 guess co2 warm temp kill,0.7117294073104858,0.021225949749350548,0.132489874958992,0.03671873360872269,0.002423884579911828,0.05727618932723999,0.03813597932457924,0.205,0.637,0.158,-0.3711,0.0,0.0,0.6,0,0,1,0.0,0.0,0.0
we didn’t create the earth so how can we save it?,misinformation,quotaclimat,quotaclimat,climate,create earth save,0.7470384836196899,0.0019004106288775802,0.09966185688972473,0.05034152790904045,0.017569640651345253,0.0644511952996254,0.019036879763007164,0.0,0.629,0.371,0.6486,0.0,0.0,0.5,0,0,1,0.0,0.0,0.0
"big wind succeeded in securing themselves another taxpayer-funded, billion-dollar windfall, proving once again they are afraid to compete on a level playing field. you can bet they are already gearing up to take another run at picking our pockets again next year, but they won’t do so without a fight from aea. you can take that to the bank.",misinformation,quotaclimat,quotaclimat,climate,big wind succeed secure taxpayer fund billion dollar windfall prove afraid compete level playing field bet gear run pick pocket year will fight aea bank,0.46660906076431274,0.007684935815632343,0.014630657620728016,0.01619463600218296,0.45069244503974915,0.038195718079805374,0.005992467049509287,0.0,0.871,0.129,0.7287,1.0,0.0,0.9,1,0,1,0.0,0.0,1.0
"well, i just read a study that showed that the climate hasn't warmed in 15 years globally.",misinformation,quotaclimat,quotaclimat,climate,read study show climate warm 15 year globally,0.9116828441619873,0.0032886015251278877,0.05897422879934311,0.0037729523610323668,0.0017746639205142856,0.007463513407856226,0.013043166138231754,0.096,0.793,0.111,0.0736,0.3,0.1,0.6,1,1,1,0.16666638888935187,0.1,0.3
"claudia tebaldi and reto knutti concluded in 2007 that the entire field of probabilistic climate projection, which often relies on combining multiple climate models, had no verifiable relation to the actual climate, and thus no predictive value.",misinformation,quotaclimat,quotaclimat,climate,claudia tebaldi reto knutti conclude 2007 entire field probabilistic climate projection rely combine multiple climate model verifiable relation actual climate predictive value,0.516475260257721,0.016153449192643166,0.03241204842925072,0.09688958525657654,0.08807934075593948,0.2010497897863388,0.04894048720598221,0.159,0.841,0.0,-0.6636,0.0,0.0,0.5,0,0,1,0.0,0.0,0.0
"i am not a reviewer, because reviewing the ipcc allows them to put your name on the list, and then you become one of the ‘major scientists,’ twenty-five hundred or so, that are supposedly ‘all in agreement.’ i do know that there was a lot of concern, but not much of that made it into the final document.",misinformation,quotaclimat,quotaclimat,climate,reviewer review ipcc allow list major scientist supposedly agreement know lot concern final document,0.7111089825630188,0.06004531681537628,0.048721570521593094,0.016430689021945,0.10758417099714279,0.0497056245803833,0.006403604056686163,0.0,1.0,0.0,0.0,0.2,0.4,0.6,1,1,1,0.6666655555574075,0.4,0.2
we have peer-reviewed articles on how feedback effects are not the big amplifiers that the models (must) assume.,misinformation,quotaclimat,quotaclimat,climate,peer review article feedback effect big amplifier model assume,0.9561906456947327,0.0055337767116725445,0.01663193106651306,0.003670602338388562,0.002381703117862344,0.009587820619344711,0.006003533955663443,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0,0,1,0.0,0.0,0.0
"the fossil fuel divestment movement promises that the problem of climate change can be ameliorated if investors in certain companies refuse to hold the securities of those companies in their portfolios. […] [f]ossil fuel divestment has minimal or no environmental impact because it is highly unlikely to affect the production or distribution of fossil fuels on the part of targeted companies. moreover, not only is fossil fuel divestment ineffective, it is also costly to investors,",misinformation,quotaclimat,quotaclimat,climate,fossil fuel divestment movement promise problem climate change ameliorate investor certain company refuse hold security company portfolio f]ossil fuel divestment minimal environmental impact highly unlikely affect production distribution fossil fuel target company fossil fuel divestment ineffective costly investor,0.08738058060407639,0.008823552168905735,0.00289635150693357,0.16965122520923615,0.02924327366054058,0.5932811498641968,0.10872385650873184,0.119,0.799,0.082,-0.2732,0.0,0.0,0.3,0,0,1,0.0,0.0,0.0
"climate crisis? ever fewer people dying of climate disasters. there's hype, and there's reality",misinformation,quotaclimat,quotaclimat,climate,climate crisis few people die climate disaster hype reality,0.8179734349250793,0.025167105719447136,0.11626635491847992,0.014778335578739643,0.00990245956927538,0.011597851291298866,0.004314426798373461,0.391,0.609,0.0,-0.8271,0.2,0.0,0.6,1,0,1,0.0,0.0,0.2
"if people want this, they can have it, this is being imposed without any proper debate between parties. final thought, the proposals in canterbury and oxford that you basically would not be allowed to drive your car out of a very local neighbourhood without a form of charge, this almost feels like a sort of climate lockdown, or am i exaggerating?",misinformation,quotaclimat,quotaclimat,climate,people want impose proper debate party final thought proposal canterbury oxford basically allow drive car local neighbourhood form charge feel like sort climate lockdown exaggerate,0.269138365983963,0.0023154376540333033,0.12920096516609192,0.009181663393974304,0.4239424765110016,0.09403327107429504,0.07218785583972931,0.046,0.859,0.095,0.4976,0.3,0.1,0.9,1,1,1,0.11111098765445816,0.1,0.3
"people are dying from energy poverty, not due to a 1 degree change in temperature.",misinformation,quotaclimat,quotaclimat,climate,people die energy poverty 1 degree change temperature,0.26881644129753113,0.002205183496698737,0.012216218747198582,0.634901225566864,0.01949656754732132,0.015201864764094353,0.0471624992787838,0.179,0.707,0.114,-0.296,0.3,0.0,0.7,1,0,1,0.0,0.0,0.3
"it's a cooling trend equaling 1.3f per century. and not a single government sponsored climate expert, nor wildly expensive climate model, predicted such.",misinformation,quotaclimat,quotaclimat,climate,cool trend equal 1.3f century single government sponsor climate expert wildly expensive climate model predict,0.6198967695236206,0.007363502401858568,0.2946029603481293,0.055310171097517014,0.003995072562247515,0.014925388619303703,0.0039061252027750015,0.0,1.0,0.0,0.0,0.8,0.0,0.5,1,0,1,0.0,0.0,0.8
"remember, for the eco-elite, hair-shirt asceticism is a feature not a bug. giving ordinary people unlimited energy would horrify these high priests. what they love about climate change is the excuse it gives them to disapprove of people having fun. imagine the scowl on greta’s face when we tell her electricity is going to be abundant, cheap, reliable and low-carbon. it’s shooting their fox.",misinformation,quotaclimat,quotaclimat,climate,remember eco elite hair shirt asceticism feature bug give ordinary people unlimited energy horrify high priest love climate change excuse give disapprove people have fun imagine scowl greta face tell electricity go abundant cheap reliable low carbon shoot fox,0.028212713077664375,0.006050389725714922,0.004391603171825409,0.013807306066155434,0.13954713940620422,0.04715979844331741,0.7608310580253601,0.074,0.779,0.146,0.6558,0.2,0.1,0.7,1,1,1,0.14285693877580177,0.1,0.2
"there is no longer any doubt that the purported tropical hot spot simply does not exist. thus, epa's theory as to how co2 affects global average surface temperature - epa's first line of evidence - has been falsified.",misinformation,quotaclimat,quotaclimat,climate,long doubt purport tropical hot spot simply exist epa theory co2 affect global average surface temperature epa line evidence falsify,0.5580615401268005,0.007589896209537983,0.033080507069826126,0.07650766521692276,0.017478447407484055,0.21334004402160645,0.09394190460443497,0.173,0.827,0.0,-0.743,0.3,1.0,0.8,1,1,1,1.249998437501953,1.0,0.3
"so far, the benefits of global greening have been greater than expected, while the costs of global warming have been smaller than expected and the price of reducing carbon dioxide emissions has been higher than expected. that price is falling more heavily on poor than on rich people. the evidence suggests that this imbalance will persist for most of this century, perhaps longer. it is time for a rethink,",misinformation,quotaclimat,quotaclimat,climate,far benefit global greening great expect cost global warming small expect price reduce carbon dioxide emission high expect price fall heavily poor rich people evidence suggest imbalance persist century long time rethink,0.7392506003379822,0.015400176867842674,0.033408790826797485,0.09919201582670212,0.013283675536513329,0.08452669531106949,0.014938072301447392,0.063,0.802,0.135,0.6808,0.2,0.0,0.3,1,0,1,0.0,0.0,0.2
"an english judge previously ruled that gore's book is partisan, biased, and contains many factual errors, even though he shared gore's belief that man is causing global warming.",misinformation,quotaclimat,quotaclimat,climate,english judge previously rule gore book partisan biased contain factual error share gore belief man cause global warming,0.03011716902256012,0.002729779575020075,0.007427538279443979,0.02683197520673275,0.005498282145708799,0.6865777969360352,0.24081744253635406,0.138,0.738,0.123,-0.128,0.0,0.1,0.4,0,1,1,0.24999937500156252,0.1,0.0
the evidence that increase in carbon dioxide in the atmosphere is going to cause a disaster is somewhere between slim and none.” […] the entire global climate change hysteria is driven by computer models. it is not driven by reality.,misinformation,quotaclimat,quotaclimat,climate,evidence increase carbon dioxide atmosphere go cause disaster slim entire global climate change hysteria drive computer model drive reality,0.06404196470975876,0.0029673483222723007,0.011903650127351284,0.013200647197663784,0.8792038559913635,0.016411393880844116,0.012271198444068432,0.151,0.799,0.05,-0.6908,0.0,0.6,0.7,0,1,1,0.8571416326548105,0.6,0.0
scientists see no temperature increase (on average) in the oceans or on the surface of the earth over the last decade. that hasn’t stopped an activist group from infiltrating high schools with the panicky message that we are on the verge of a “planetary emergency” due to global warming.,misinformation,quotaclimat,quotaclimat,climate,scientist temperature increase average ocean surface earth decade stop activist group infiltrate high school panicky message verge planetary emergency global warming,0.028437083587050438,0.003150743432343006,0.00607772171497345,0.0028001093305647373,0.953685998916626,0.004649603273719549,0.0011986881727352738,0.158,0.812,0.03,-0.7151,0.2,0.1,0.7,1,1,1,0.14285693877580177,0.1,0.2
"the president has laid out an aggressive plan – a plan that includes measures which will significantly and adversely affect electricity consumers across the united states for decades to come. every homeowner, business, manufacturer and electricity consumer will undoubtedly feel the painful effects of higher energy costs under the president’s proposed plan. congress must take an active oversight role in order to prevent these negative ramifications for our nation’s electricity consumers.",misinformation,quotaclimat,quotaclimat,climate,president lay aggressive plan plan include measure significantly adversely affect electricity consumer united states decade come homeowner business manufacturer electricity consumer undoubtedly feel painful effect high energy cost president propose plan congress active oversight role order prevent negative ramification nation electricity consumer,0.003620778676122427,0.00231193657964468,0.0032604665029793978,0.9849725365638733,0.002572573022916913,0.0019839464221149683,0.0012778189266100526,0.122,0.771,0.106,-0.3182,0.7,0.2,0.3,1,1,1,0.6666644444518519,0.2,0.7
afpm believes that using this 40-year-old law [the clean air act] to control of[sic] greenhouse gases (ghg) emissions threatens our nation’s economic and energy security.,misinformation,quotaclimat,quotaclimat,climate,afpm believe 40 year old law clean air act control of[sic greenhouse gas ghg emission threaten nation economic energy security,0.03505218029022217,0.0036221444606781006,0.004264318384230137,0.041455935686826706,0.7228640913963318,0.17499177157878876,0.017749572172760963,0.084,0.682,0.234,0.5574,0.8,0.0,0.2,1,0,1,0.0,0.0,0.8
so who would oppose something that could save millions of children’s lives and millions of other children from blindness he answer is people who are more devoted to nature than to human life nd who might such people be hey are called environmentalists.,misinformation,quotaclimat,quotaclimat,climate,oppose save million child life million child blindness answer people devoted nature human life nd people hey call environmentalist,0.2943025827407837,0.01176948007196188,0.0835101455450058,0.05358271300792694,0.015408986248075962,0.5047950148582458,0.03663107380270958,0.0,0.869,0.131,0.7346,0.2,0.0,0.6,1,0,1,0.0,0.0,0.2
the founder of the weather channel is ridiculing al gore over his calls for action on global climate change,misinformation,quotaclimat,quotaclimat,climate,founder weather channel ridicule al gore call action global climate change,0.014222552999854088,0.0022925464436411858,0.004654840100556612,0.02495654486119747,0.003902454162016511,0.8093989491462708,0.14057208597660065,0.135,0.865,0.0,-0.4215,0.0,0.0,0.3,0,0,1,0.0,0.0,0.0
"under the 1705 loan program, taking up half of the funding form the loan guarantee program, 2,378 permanent jobs were claimed to be created. if you do the math right, this works out to costing the taxpayer $6.7 million per job created. i don’t know about you, but if it takes the government $6.7 million to create one permanent job, something is wrong the combined amount of money given to alternative energy companies, through the 1705 and 1703 loan programs, totals around $19.2 billion. according to the us doe, 3,498 jobs have been or will be created because of these loans. this comes out to almost $5.5 million in cost per one permanent job created unfortunately, these projected permanent jobs created are an overestimation, if you take away the jobs lost due to six of these companies going bankrupt. solar millennium inc., lsp energy lp, ener1 inc., beacon power corp, abound solar, and solyndra llc combined have received over $3.5 billion from the logan program yet have produced zero jobs and hurt the fragile u.s. economy.",misinformation,quotaclimat,quotaclimat,climate,"1705 loan program take half funding form loan guarantee program 2,378 permanent job claim create math right work cost taxpayer $ 6.7 million job create know take government $ 6.7 million create permanent job wrong combined money give alternative energy company 1705 1703 loan program total $ 19.2 billion accord doe 3,498 job create loan come $ 5.5 million cost permanent job create unfortunately project permanent job create overestimation away job lose company go bankrupt solar millennium inc lsp energy lp ener1 inc beacon power corp abound solar solyndra llc combine receive $ 3.5 billion logan program produce zero job hurt fragile u.s economy",0.23932842910289764,0.01205273624509573,0.4538453221321106,0.27280446887016296,0.004666774999350309,0.013056842610239983,0.004245370160788298,0.098,0.803,0.099,-0.6956,0.3,0.0,0.7,1,0,1,0.0,0.0,0.3
"how many times have career politicians said that they will not raise taxes, or costs will not go up or we back the middle class and lied?how many times have they proclaimed we are going to freeze from climate change? or the arctic ice will disappear by 2013? and lied? misinformation!",misinformation,quotaclimat,quotaclimat,climate,time career politician say raise taxis cost middle class lied?how time proclaim go freeze climate change arctic ice disappear 2013 lie misinformation,0.1259346306324005,0.005200358107686043,0.5293260812759399,0.04754892736673355,0.026544839143753052,0.24986064434051514,0.015584520064294338,0.143,0.836,0.021,-0.7815,0.2,0.0,0.6,1,0,1,0.0,0.0,0.2
"i find it very surprising that already in the work of the ipcc, we ask scientists to reach consensus on the texts. scientists lose all credibility if they are unanimous.",misinformation,quotaclimat,quotaclimat,climate,find surprising work ipcc ask scientist reach consensus text scientist lose credibility unanimous,0.0031850612722337246,0.0018408028408885002,0.9869797229766846,0.00106134288944304,0.0031182586681097746,0.0030388562008738518,0.0007759931613691151,0.081,0.813,0.105,-0.0534,0.0,0.2,0.6,0,1,1,0.33333277777870374,0.2,0.0
"perhaps the most remarkable item in president trump’s first state of the union address and its official rebuttal by rep. joe kennedy (d-mass.) was the failure to mention dire global warming/climate change, drastic sea level rise, and the many ills that have been prophesized if we continue to burn hydrocarbons and emit carbon dioxide. is a new realization occurring that we will not overheat or drown in acidic waters? probably not. the alarmists will continue to attack president trump for his climate policies and gently criticize kennedy for his oversight. after all, decades of propaganda cannot be overcome with a single speech.",misinformation,quotaclimat,quotaclimat,climate,remarkable item president trump state union address official rebuttal rep joe kennedy d mass failure mention dire global warming climate change drastic sea level rise ill prophesize continue burn hydrocarbon emit carbon dioxide new realization occur overheat drown acidic water probably alarmists continue attack president trump climate policy gently criticize kennedy oversight decade propaganda overcome single speech,0.09954582899808884,0.0046700118109583855,0.05321863666176796,0.07110223174095154,0.6821532249450684,0.07823488861322403,0.011075185611844063,0.118,0.783,0.099,-0.3171,0.2,0.4,0.7,1,1,1,0.5714277551032071,0.4,0.2
"the academies say that sustainability and resilience are being destroyed by over-consumption and that fossil fuels are to blame, yet almost every indicator of human well-being from life-expectancy to health to standard of living has improved beyond measure largely because of our use of fossil fuels. […]climate change is a moral and ethical issue, but it is a strange ethical calculus that would justify wiping out the gains we have made in human well-being over the last few centuries at the same time devastating the natural world. the vatican’s advisors appear to have lost their way.",misinformation,quotaclimat,quotaclimat,climate,academy sustainability resilience destroy consumption fossil fuel blame indicator human life expectancy health standard living improve measure largely use fossil fuel climate change moral ethical issue strange ethical calculus justify wipe gain human century time devastate natural world vatican advisor appear lose way,0.06309449672698975,0.0053039067424833775,0.36096280813217163,0.15656176209449768,0.14030709862709045,0.18293344974517822,0.09083647280931473,0.129,0.742,0.129,0.0258,0.3,0.0,0.7,1,0,1,0.0,0.0,0.3
"no, the world isn’t getting warmer (as you may have noticed). now we reveal the official data that’s making scientists suddenly change their minds about climate doom. so will eco-funded mps stop waging a green crusade with your money? well… what do you think?",misinformation,quotaclimat,quotaclimat,climate,world get warm notice reveal official datum make scientist suddenly change mind climate doom eco fund mp stop wag green crusade money think,0.09819302707910538,0.008061915636062622,0.8340021371841431,0.028393913060426712,0.005666415672749281,0.019225575029850006,0.0064569697715342045,0.109,0.846,0.045,-0.4696,0.2,0.4,0.7,1,1,1,0.5714277551032071,0.4,0.2
"journalists have repeatedly shown a propensity for believing alarmist claims about global warming based primarily on computer modeling of the future. but the only thing that really matters for public policy is empirical data. if the evidence shows that oregon is a net emitter of greenhouse gases and that reducing those gases would demonstrably make us better off, then policy makers should consider taking action. but that evidence does not yet exist.",misinformation,quotaclimat,quotaclimat,climate,journalist repeatedly show propensity believe alarmist claim global warming base primarily computer modeling future thing matter public policy empirical datum evidence show oregon net emitter greenhouse gas reduce gas demonstrably well policy maker consider take action evidence exist,0.18568843603134155,0.008302982896566391,0.007792105432599783,0.020675551146268845,0.7346287369728088,0.03755377605557442,0.005358454771339893,0.0,0.911,0.089,0.6946,0.2,0.1,0.6,1,1,1,0.16666638888935187,0.1,0.2
"it is difficult to believe that any self-respecting scientist would have anything to do with the climate witness panel after reading those eight pages. the wwf states baldly, right up front, that the purpose of the panel is to heighten the publics sense of urgency . that particular phrase is used four times on the final page.",misinformation,quotaclimat,quotaclimat,climate,difficult believe self respect scientist climate witness panel read page wwf state baldly right purpose panel heighten public sense urgency particular phrase time final page,0.0541113018989563,0.021152645349502563,0.06153096258640289,0.02163107693195343,0.30694276094436646,0.5293921828269958,0.005239113233983517,0.043,0.957,0.0,-0.3612,0.8,0.0,0.5,1,0,1,0.0,0.0,0.8
